sna,q,w,e,r,t,y,y
73,https://www.carjunction.com/car-detail/ford-ranger-2016-79894.html,,,,,,
74,https://www.carjunction.com/car-detail/suzuki-swift-2011-90460.html,,,,,,
75,https://www.carjunction.com/car-detail/honda-grace-hybrid-2015-90388.html,,,,,,
76,https://www.carjunction.com/car-detail/nissan-clipper-van-2011-90428.html,,,,,,
77,https://www.carjunction.com/car-detail/toyota-c-hr-hybrid-2018-90175.html,,,,,,
78,https://www.carjunction.com/car-detail/nissan-x-trail-2015-90100.html,,,,,,
79,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87796.html,,,,,,
80,https://www.carjunction.com/car-detail/toyota-corolla-axio-2015-88624.html,,,,,,
81,https://www.carjunction.com/car-detail/toyota-harrier-hybrid-2020-89336.html,,,,,,
82,https://www.carjunction.com/car-detail/nissan-wingroad-2018-90406.html,,,,,,
83,https://www.carjunction.com/car-detail/toyota-hilux-revo-2017-83492.html,,,,,,
84,https://www.carjunction.com/car-detail/toyota-passo-2011-90448.html,,,,,,
85,https://www.carjunction.com/car-detail/toyota-rush-2009-90492.html,,,,,,
86,https://www.carjunction.com/car-detail/nissan-x-trail-2019-89739.html,,,,,,
87,https://www.carjunction.com/car-detail/isuzu-forward-1994-85815.html,,,,,,
88,https://www.carjunction.com/car-detail/honda-crv-2018-90180.html,,,,,,
89,https://www.carjunction.com/car-detail/toyota-raize-2020-84439.html,,,,,,
90,https://www.carjunction.com/car-detail/toyota-c-hr-2020-90121.html,,,,,,
91,https://www.carjunction.com/car-detail/nissan-x-trail-2015-90139.html,,,,,,
92,https://www.carjunction.com/car-detail/toyota-prius-alpha-2019-84969.html,,,,,,
93,https://www.carjunction.com/car-detail/toyota-rav4-2019-89734.html,,,,,,
94,https://www.carjunction.com/car-detail/toyota-hilux-vigo-2007-86356.html,,,,,,
95,https://www.carjunction.com/car-detail/toyota-land-cruiser-prado-2020-90586.html,,,,,,
96,https://www.carjunction.com/car-detail/isuzu-forward-1994-85815.html,,,,,,
97,https://www.carjunction.com/car-detail/toyota-raum-2007-90258.html,,,,,,
98,https://www.carjunction.com/car-detail/suzuki-escudo-2010-90571.html,,,,,,
99,https://www.carjunction.com/car-detail/toyota-corolla-axio-2017-90403.html,,,,,,
100,https://www.carjunction.com/car-detail/toyota-bb-2010-90567.html,,,,,,
101,https://www.carjunction.com/car-detail/nissan-tiida-2010-90484.html,,,,,,
102,https://www.carjunction.com/car-detail/nissan-condor-2009-90096.html,,,,,,
103,https://www.carjunction.com/car-detail/nissan-serena-2017-90394.html,,,,,,
104,https://www.carjunction.com/car-detail/toyota-hilux-revo-2015-89568.html,,,,,,
105,https://www.carjunction.com/car-detail/toyota-c-hr-hybrid-2018-90173.html,,,,,,
106,https://www.carjunction.com/car-detail/toyota-rav4-2019-89735.html,,,,,,
107,https://www.carjunction.com/car-detail/isuzu-forward-1995-88546.html,,,,,,
108,https://www.carjunction.com/car-detail/isuzu-elf-2006-90352.html,,,,,,
109,https://www.carjunction.com/car-detail/toyota-rav4-2010-90555.html,,,,,,
110,https://www.carjunction.com/car-detail/toyota-prius-hybrid-2019-84958.html,,,,,,
111,https://www.carjunction.com/car-detail/honda-stream-2011-90537.html,,,,,,
112,https://www.carjunction.com/car-detail/toyota-coaster-1999-81165.html,,,,,,
113,https://www.carjunction.com/car-detail/ford-kuga-2014-90229.html,,,,,,
114,https://www.carjunction.com/car-detail/nissan-note-2017-90402.html,,,,,,
115,https://www.carjunction.com/car-detail/mitsubishi-pajero-2018-89765.html,,,,,,
116,https://www.carjunction.com/car-detail/toyota-land-cruiser-prado-2019-89760.html,,,,,,
117,https://www.carjunction.com/car-detail/toyota-noah-2015-89963.html,,,,,,
118,https://www.carjunction.com/car-detail/nissan-nv200-2019-86264.html,,,,,,
119,https://www.carjunction.com/car-detail/isuzu-elf-2005-90189.html,,,,,,
120,https://www.carjunction.com/car-detail/nissan-caravan-2009-90480.html,,,,,,
121,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87769.html,,,,,,
122,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87866.html,,,,,,
123,https://www.carjunction.com/car-detail/toyota-hiace-2020-78064.html,,,,,,
124,https://www.carjunction.com/car-detail/toyota-coaster-2019-90702.html,,,,,,
125,https://www.carjunction.com/car-detail/isuzu-forward-2005-89795.html,,,,,,
126,https://www.carjunction.com/car-detail/toyota-hilux-vigo-2008-81598.html,,,,,,
127,https://www.carjunction.com/car-detail/isuzu-elf-2005-89519.html,,,,,,
128,https://www.carjunction.com/car-detail/toyota-probox-2015-90593.html,,,,,,
129,https://www.carjunction.com/car-detail/nissan-x-trail-2009-90490.html,,,,,,
130,https://www.carjunction.com/car-detail/toyota-yaris-cross-2020-89626.html,,,,,,
131,https://www.carjunction.com/car-detail/nissan-x-trail-2017-90399.html,,,,,,
132,https://www.carjunction.com/car-detail/toyota-land-cruiser-prado-2019-89750.html,,,,,,
133,https://www.carjunction.com/car-detail/nissan-note-2011-90437.html,,,,,,
134,https://www.carjunction.com/car-detail/nissan-march-2011-90449.html,,,,,,
135,https://www.carjunction.com/car-detail/ford-ranger-2009-90059.html,,,,,,
136,https://www.carjunction.com/car-detail/isuzu-juston-1990-90624.html,,,,,,
137,https://www.carjunction.com/car-detail/suzuki-swift-2007-90535.html,,,,,,
138,https://www.carjunction.com/car-detail/suzuki-escudo-2010-90571.html,,,,,,
139,https://www.carjunction.com/car-detail/toyota-hilux-2009-90254.html,,,,,,
140,https://www.carjunction.com/car-detail/toyota-hilux-vigo-2008-81598.html,,,,,,
141,https://www.carjunction.com/car-detail/nissan-nv200-2019-87748.html,,,,,,
142,https://www.carjunction.com/car-detail/isuzu-elf-2005-89519.html,,,,,,
143,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87744.html,,,,,,
144,https://www.carjunction.com/car-detail/isuzu-elf-2003-90504.html,,,,,,
145,https://www.carjunction.com/car-detail/mitsubishi-mirage-2012-90434.html,,,,,,
146,https://www.carjunction.com/car-detail/toyota-premio-2009-90163.html,,,,,,
147,https://www.carjunction.com/car-detail/toyota-alphard-hybrid-2019-90255.html,,,,,,
148,https://www.carjunction.com/car-detail/nissan-juke-2011-90439.html,,,,,,
149,https://www.carjunction.com/car-detail/toyota-fortuner-2007-86383.html,,,,,,
150,https://www.carjunction.com/car-detail/isuzu-forward-2005-89795.html,,,,,,
151,https://www.carjunction.com/car-detail/mitsubishi-triton-2019-89334.html,,,,,,
152,https://www.carjunction.com/car-detail/nissan-note-2011-90417.html,,,,,,
153,https://www.carjunction.com/car-detail/nissan-teana-2011-90432.html,,,,,,
154,https://www.carjunction.com/car-detail/toyota-hilux-vigo-2014-86357.html,,,,,,
155,https://www.carjunction.com/car-detail/mitsubishi-canter-2013-88220.html,,,,,,
156,https://www.carjunction.com/car-detail/toyota-yaris-cross-2020-89625.html,,,,,,
157,https://www.carjunction.com/car-detail/toyota-rav4-2009-90478.html,,,,,,
158,https://www.carjunction.com/car-detail/mitsubishi-canter-2010-90685.html,,,,,,
159,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87866.html,,,,,,
160,https://www.carjunction.com/car-detail/nissan-x-trail-2009-90489.html,,,,,,
161,https://www.carjunction.com/car-detail/toyota-vitz-2017-90026.html,,,,,,
162,https://www.carjunction.com/car-detail/toyota-land-cruiser-prado-2020-89749.html,,,,,,
163,https://www.carjunction.com/car-detail/toyota-hilux-revo-rocco-2018-90538.html,,,,,,
164,https://www.carjunction.com/car-detail/toyota-fortuner-2012-77890.html,,,,,,
165,https://www.carjunction.com/car-detail/toyota-voxy-2010-90561.html,,,,,,
166,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87867.html,,,,,,
167,https://www.carjunction.com/car-detail/nissan-wingroad-2010-90488.html,,,,,,
168,https://www.carjunction.com/car-detail/nissan-bluebird-sylphy-2011-90425.html,,,,,,
169,https://www.carjunction.com/car-detail/toyota-sienta-2007-89985.html,,,,,,
170,https://www.carjunction.com/car-detail/toyota-premio-2013-90134.html,,,,,,
171,https://www.carjunction.com/car-detail/honda-crv-2018-90180.html,,,,,,
172,https://www.carjunction.com/car-detail/ford-kuga-2014-90229.html,,,,,,
173,https://www.carjunction.com/car-detail/toyota-rav4-2009-90479.html,,,,,,
174,https://www.carjunction.com/car-detail/toyota-hilux-revo-2018-81694.html,,,,,,
175,https://www.carjunction.com/car-detail/toyota-coaster-2019-90703.html,,,,,,
176,https://www.carjunction.com/car-detail/nissan-condor-2009-90096.html,,,,,,
177,https://www.carjunction.com/car-detail/toyota-aqua-2017-90088.html,,,,,,
178,https://www.carjunction.com/car-detail/nissan-note-2013-90655.html,,,,,,
179,https://www.carjunction.com/car-detail/toyota-premio-2012-90138.html,,,,,,
180,https://www.carjunction.com/car-detail/toyota-ventury-2015-81656.html,,,,,,
181,https://www.carjunction.com/car-detail/suzuki-swift-2011-90460.html,,,,,,
182,https://www.carjunction.com/car-detail/nissan-tiida-latio-2009-90485.html,,,,,,
183,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87765.html,,,,,,
184,https://www.carjunction.com/car-detail/toyota-townace-1990-81092.html,,,,,,
185,https://www.carjunction.com/car-detail/mitsubishi-canter-2002-90684.html,,,,,,
186,https://www.carjunction.com/car-detail/nissan-note-2011-90431.html,,,,,,
187,https://www.carjunction.com/car-detail/toyota-vitz-2017-90128.html,,,,,,
188,https://www.carjunction.com/car-detail/toyota-isis-2010-90551.html,,,,,,
189,https://www.carjunction.com/car-detail/toyota-c-hr-hybrid-2019-90176.html,,,,,,
190,https://www.carjunction.com/car-detail/toyota-voxy-hybrid-2015-89974.html,,,,,,
191,https://www.carjunction.com/car-detail/toyota-c-hr-2018-90517.html,,,,,,
192,https://www.carjunction.com/car-detail/toyota-vitz-hybrid-2017-90511.html,,,,,,
193,https://www.carjunction.com/car-detail/toyota-land-cruiser-2013-89845.html,,,,,,
194,https://www.carjunction.com/car-detail/mitsubishi-pajero-mini-2003-90691.html,,,,,,
195,https://www.carjunction.com/car-detail/toyota-land-cruiser-prado-2019-89759.html,,,,,,
196,https://www.carjunction.com/car-detail/nissan-leaf-2019-90126.html,,,,,,
197,https://www.carjunction.com/car-detail/toyota-passo-sette-2009-90068.html,,,,,,
198,https://www.carjunction.com/car-detail/nissan-ad-van-2017-90397.html,,,,,,
199,https://www.carjunction.com/car-detail/nissan-x-trail-2010-90568.html,,,,,,
200,https://www.carjunction.com/car-detail/nissan-juke-2011-90427.html,,,,,,
201,https://www.carjunction.com/car-detail/suzuki-escudo-2011-90572.html,,,,,,
202,https://www.carjunction.com/car-detail/isuzu-giga-1995-89922.html,,,,,,
203,https://www.carjunction.com/car-detail/toyota-voxy-hybrid-2015-89974.html,,,,,,
204,https://www.carjunction.com/car-detail/honda-acty-van-1994-89733.html,,,,,,
205,https://www.carjunction.com/car-detail/toyota-rav4-2010-90555.html,,,,,,
206,https://www.carjunction.com/car-detail/toyota-premio-2012-90135.html,,,,,,
207,https://www.carjunction.com/car-detail/nissan-nv200-2019-86264.html,,,,,,
208,https://www.carjunction.com/car-detail/toyota-voxy-2010-90561.html,,,,,,
209,https://www.carjunction.com/car-detail/toyota-passo-2007-90076.html,,,,,,
210,https://www.carjunction.com/car-detail/toyota-isis-2010-90550.html,,,,,,
211,https://www.carjunction.com/car-detail/toyota-prius-hybrid-2019-87211.html,,,,,,
212,https://www.carjunction.com/car-detail/toyota-harrier-2020-87135.html,,,,,,
213,https://www.carjunction.com/car-detail/toyota-hilux-revo-rocco-2019-78923.html,,,,,,
214,https://www.carjunction.com/car-detail/mitsubishi-canter-1998-90115.html,,,,,,
215,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87796.html,,,,,,
216,https://www.carjunction.com/car-detail/ford-kuga-2010-90225.html,,,,,,
217,https://www.carjunction.com/car-detail/nissan-tiida-2009-90482.html,,,,,,
218,https://www.carjunction.com/car-detail/toyota-rav4-2019-90580.html,,,,,,
219,https://www.carjunction.com/car-detail/toyota-corolla-axio-2015-90598.html,,,,,,
220,https://www.carjunction.com/car-detail/toyota-vellfire-2019-84965.html,,,,,,
221,https://www.carjunction.com/car-detail/isuzu-juston-1990-90624.html,,,,,,
222,https://www.carjunction.com/car-detail/toyota-coaster-1999-81165.html,,,,,,
223,https://www.carjunction.com/car-detail/nissan-terra-2018-89536.html,,,,,,
224,https://www.carjunction.com/car-detail/isuzu-giga-1993-89921.html,,,,,,
225,https://www.carjunction.com/car-detail/toyota-dyna-2007-89893.html,,,,,,
226,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87771.html,,,,,,
227,https://www.carjunction.com/car-detail/toyota-allion-2018-90509.html,,,,,,
228,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87883.html,,,,,,
229,https://www.carjunction.com/car-detail/toyota-c-hr-2018-90517.html,,,,,,
230,https://www.carjunction.com/car-detail/nissan-x-trail-2019-90178.html,,,,,,
231,https://www.carjunction.com/car-detail/nissan-teana-2011-90432.html,,,,,,
232,https://www.carjunction.com/car-detail/toyota-land-cruiser-prado-2019-89754.html,,,,,,
233,https://www.carjunction.com/car-detail/mitsubishi-canter-2000-90683.html,,,,,,
234,https://www.carjunction.com/car-detail/toyota-hilux-revo-2016-90092.html,,,,,,
235,https://www.carjunction.com/car-detail/toyota-hilux-2009-90251.html,,,,,,
236,https://www.carjunction.com/car-detail/toyota-succeed-van-2015-90576.html,,,,,,
237,https://www.carjunction.com/car-detail/toyota-land-cruiser-prado-2020-89935.html,,,,,,
238,https://www.carjunction.com/car-detail/nissan-note-2011-90417.html,,,,,,
239,https://www.carjunction.com/car-detail/toyota-voxy-2015-89976.html,,,,,,
240,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87883.html,,,,,,
241,https://www.carjunction.com/car-detail/toyota-succeed-van-2015-90576.html,,,,,,
242,https://www.carjunction.com/car-detail/toyota-hilux-revo-2015-88525.html,,,,,,
243,https://www.carjunction.com/car-detail/toyota-vitz-2010-90471.html,,,,,,
244,https://www.carjunction.com/car-detail/isuzu-elf-2000-90687.html,,,,,,
245,https://www.carjunction.com/car-detail/toyota-land-cruiser-2016-90080.html,,,,,,
246,https://www.carjunction.com/car-detail/mitsubishi-canter-2005-90688.html,,,,,,
247,https://www.carjunction.com/car-detail/toyota-rush-2009-90492.html,,,,,,
248,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87776.html,,,,,,
249,https://www.carjunction.com/car-detail/toyota-crown-hybrid-2014-90348.html,,,,,,
250,https://www.carjunction.com/car-detail/toyota-sienta-2007-89985.html,,,,,,
251,https://www.carjunction.com/car-detail/nissan-leaf-2019-88885.html,,,,,,
252,https://www.carjunction.com/car-detail/toyota-corolla-axio-2007-84504.html,,,,,,
253,https://www.carjunction.com/car-detail/nissan-note-2013-90655.html,,,,,,
254,https://www.carjunction.com/car-detail/toyota-rush-2009-90492.html,,,,,,
255,https://www.carjunction.com/car-detail/nissan-ud-2003-87944.html,,,,,,
256,https://www.carjunction.com/car-detail/toyota-land-cruiser-2016-90080.html,,,,,,
257,https://www.carjunction.com/car-detail/mitsubishi-pajero-mini-2003-90691.html,,,,,,
258,https://www.carjunction.com/car-detail/toyota-hilux-revo-rocco-2019-77765.html,,,,,,
259,https://www.carjunction.com/car-detail/toyota-yaris-cross-2020-90363.html,,,,,,
260,https://www.carjunction.com/car-detail/ford-ranger-2020-74348.html,,,,,,
261,https://www.carjunction.com/car-detail/toyota-hilux-vigo-2010-86370.html,,,,,,
262,https://www.carjunction.com/car-detail/nissan-x-trail-2019-89740.html,,,,,,
263,https://www.carjunction.com/car-detail/nissan-serena-2017-90394.html,,,,,,
264,https://www.carjunction.com/car-detail/nissan-bluebird-sylphy-2011-90445.html,,,,,,
265,https://www.carjunction.com/car-detail/toyota-premio-2013-90134.html,,,,,,
266,https://www.carjunction.com/car-detail/toyota-land-cruiser-prado-2020-90586.html,,,,,,
267,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87798.html,,,,,,
268,https://www.carjunction.com/car-detail/nissan-clipper-van-2011-90415.html,,,,,,
269,https://www.carjunction.com/car-detail/nissan-bluebird-sylphy-2018-90405.html,,,,,,
270,https://www.carjunction.com/car-detail/mitsubishi-mirage-2012-90434.html,,,,,,
271,https://www.carjunction.com/car-detail/toyota-harrier-2020-87135.html,,,,,,
272,https://www.carjunction.com/car-detail/toyota-voxy-2014-87498.html,,,,,,
273,https://www.carjunction.com/car-detail/toyota-crown-hybrid-2015-90506.html,,,,,,
274,https://www.carjunction.com/car-detail/ford-ranger-2016-79894.html,,,,,,
275,https://www.carjunction.com/car-detail/toyota-hilux-vigo-2012-83282.html,,,,,,
276,https://www.carjunction.com/car-detail/nissan-wingroad-2010-90488.html,,,,,,
277,https://www.carjunction.com/car-detail/toyota-belta-2010-90544.html,,,,,,
278,https://www.carjunction.com/car-detail/isuzu-forward-1994-85272.html,,,,,,
279,https://www.carjunction.com/car-detail/toyota-crown-hybrid-2015-90506.html,,,,,,
280,https://www.carjunction.com/car-detail/mitsubishi-super-great-1991-90577.html,,,,,,
281,https://www.carjunction.com/car-detail/toyota-voxy-2010-90562.html,,,,,,
282,https://www.carjunction.com/car-detail/nissan-bluebird-sylphy-2011-90426.html,,,,,,
283,https://www.carjunction.com/car-detail/mitsubishi-colt-2012-90459.html,,,,,,
284,https://www.carjunction.com/car-detail/nissan-tiida-latio-2009-90485.html,,,,,,
285,https://www.carjunction.com/car-detail/honda-crv-2010-90560.html,,,,,,
286,https://www.carjunction.com/car-detail/toyota-bb-2011-90450.html,,,,,,
287,https://www.carjunction.com/car-detail/mitsubishi-fuso-fighter-2006-89794.html,,,,,,
288,https://www.carjunction.com/car-detail/nissan-note-2017-90395.html,,,,,,
289,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87768.html,,,,,,
290,https://www.carjunction.com/car-detail/nissan-march-2011-90449.html,,,,,,
291,https://www.carjunction.com/car-detail/toyota-land-cruiser-prado-2019-89759.html,,,,,,
292,https://www.carjunction.com/car-detail/toyota-crown-2010-90547.html,,,,,,
293,https://www.carjunction.com/car-detail/nissan-juke-2011-90427.html,,,,,,
294,https://www.carjunction.com/car-detail/toyota-belta-2011-90536.html,,,,,,
295,https://www.carjunction.com/car-detail/toyota-hilux-vigo-2012-81600.html,,,,,,
296,https://www.carjunction.com/car-detail/toyota-isis-2010-90550.html,,,,,,
297,https://www.carjunction.com/car-detail/toyota-land-cruiser-prado-2019-89759.html,,,,,,
298,https://www.carjunction.com/car-detail/mitsubishi-fuso-fighter-1993-88528.html,,,,,,
299,https://www.carjunction.com/car-detail/toyota-allex-2006-89910.html,,,,,,
300,https://www.carjunction.com/car-detail/honda-vezel-hybrid-2020-90187.html,,,,,,
301,https://www.carjunction.com/car-detail/toyota-crown-2011-90546.html,,,,,,
302,https://www.carjunction.com/car-detail/toyota-coaster-2019-90702.html,,,,,,
303,https://www.carjunction.com/car-detail/toyota-hilux-revo-rocco-2020-89831.html,,,,,,
304,https://www.carjunction.com/car-detail/toyota-fortuner-2021-87779.html,,,,,,
305,https://www.carjunction.com/car-detail/nissan-wingroad-2010-90488.html,,,,,,
306,https://www.carjunction.com/car-detail/toyota-vitz-2011-83034.html,,,,,,
307,https://www.carjunction.com/car-detail/honda-vezel-hybrid-2020-90187.html,,,,,,
308,https://www.carjunction.com/car-detail/toyota-land-cruiser-2020-90644.html,,,,,,
309,https://www.carjunction.com/car-detail/toyota-passo-2011-90447.html,,,,,,
310,https://www.carjunction.com/car-detail/ford-ranger-2008-90055.html,,,,,,
311,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87777.html,,,,,,
312,https://www.carjunction.com/car-detail/toyota-raize-2020-84439.html,,,,,,
313,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87818.html,,,,,,
314,https://www.carjunction.com/car-detail/toyota-hiace-2015-89878.html,,,,,,
315,https://www.carjunction.com/car-detail/toyota-land-cruiser-2016-90533.html,,,,,,
316,https://www.carjunction.com/car-detail/nissan-x-trail-2020-89820.html,,,,,,
317,https://www.carjunction.com/car-detail/toyota-bb-2010-90567.html,,,,,,
318,https://www.carjunction.com/car-detail/nissan-tiida-2010-90484.html,,,,,,
319,https://www.carjunction.com/car-detail/toyota-raize-2020-82524.html,,,,,,
320,https://www.carjunction.com/car-detail/toyota-land-cruiser-2016-90080.html,,,,,,
321,https://www.carjunction.com/car-detail/nissan-civilian-2005-89811.html,,,,,,
322,https://www.carjunction.com/car-detail/mitsubishi-triton-2020-89672.html,,,,,,
323,https://www.carjunction.com/car-detail/toyota-land-cruiser-2016-90533.html,,,,,,
324,https://www.carjunction.com/car-detail/nissan-juke-2011-90439.html,,,,,,
325,https://www.carjunction.com/car-detail/nissan-leaf-2016-90157.html,,,,,,
326,https://www.carjunction.com/car-detail/toyota-prius-alpha-2019-84969.html,,,,,,
327,https://www.carjunction.com/car-detail/nissan-ad-van-2017-90392.html,,,,,,
328,https://www.carjunction.com/car-detail/toyota-rush-2010-90556.html,,,,,,
329,https://www.carjunction.com/car-detail/nissan-ad-van-2017-90407.html,,,,,,
330,https://www.carjunction.com/car-detail/toyota-voxy-2011-90650.html,,,,,,
331,https://www.carjunction.com/car-detail/nissan-bluebird-sylphy-2011-90445.html,,,,,,
332,https://www.carjunction.com/car-detail/ford-ranger-2009-90059.html,,,,,,
333,https://www.carjunction.com/car-detail/toyota-hilux-revo-2021-87764.html,,,,,,
334,https://www.carjunction.com/car-detail/isuzu-forward-2006-90529.html,,,,,,
335,https://www.carjunction.com/car-detail/nissan-tiida-latio-2009-90487.html,,,,,,
336,https://www.carjunction.com/car-detail/ford-ranger-2020-84077.html,,,,,,
337,https://www.carjunction.com/car-detail/mitsubishi-super-great-2006-87624.html,,,,,,
